Timestamp,HeadPosX,HeadPosY,HeadPosZ,GazeX,GazeY,GazeZ
0.9837248,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
1.9805,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
2.982399,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
3.983824,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
4.982721,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
5.986758,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
6.98542,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
7.992563,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
8.982723,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
9.981334,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
10.98195,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
11.98107,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
12.98183,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
13.9887,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
14.98678,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
15.98639,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
16.9825,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
17.98159,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
18.98821,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
19.98497,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
20.9853,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
21.98949,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
22.98861,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
23.98268,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
24.9869,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
25.98547,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
26.98604,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
27.98094,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
28.98307,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
29.98396,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
31.04579,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
31.98562,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
32.98833,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
33.98178,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
34.98209,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
35.98086,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
36.98016,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
37.98224,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
38.98979,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
39.9888,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
