Timestamp,HeadPosX,HeadPosY,HeadPosZ,GazeX,GazeY,GazeZ
0.9815423,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
1.984728,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
2.995267,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
3.993176,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
4.980033,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
5.989738,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
6.995693,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
7.998119,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
8.982513,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
9.987848,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
10.98098,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
11.98158,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
12.98915,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
13.98206,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
14.99324,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
15.99275,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
16.99791,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
17.98591,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
18.98508,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
19.98483,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
20.98833,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
21.98512,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
22.99018,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
23.98991,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
24.99074,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
25.99192,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
26.98983,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
27.99148,0.381,0.31,-1.536,-0.001175135,0.09821864,-0.9951642
