Timestamp,Controller,PosX,PosY,PosZ,VelX,VelY,VelZ,AngVelX,AngVelY,AngVelZ
0.9811346,Right,0,0,0,0,0,0,0,0,0
1.983067,Right,0,0,0,0,0,0,0,0,0
2.994277,Right,0,0,0,0,0,0,0,0,0
3.992149,Right,0,0,0,0,0,0,0,0,0
4.98301,Right,0,0,0,0,0,0,0,0,0
5.982637,Right,0,0,0,0,0,0,0,0,0
6.991717,Right,0,0,0,0,0,0,0,0,0
7.98688,Right,0,0,0,0,0,0,0,0,0
8.988632,Right,0,0,0,0,0,0,0,0,0
9.982395,Right,0,0,0,0,0,0,0,0,0
10.98076,Right,0,0,0,0,0,0,0,0,0
11.98749,Right,0,0,0,0,0,0,0,0,0
12.98089,Right,0,0,0,0,0,0,0,0,0
13.98251,Right,0,0,0,0,0,0,0,0,0
14.98234,Right,0,0,0,0,0,0,0,0,0
15.98679,Right,0,0,0,0,0,0,0,0,0
16.98349,Right,0,0,0,0,0,0,0,0,0
17.98753,Right,0,0,0,0,0,0,0,0,0
18.98192,Right,0,0,0,0,0,0,0,0,0
19.98061,Right,0,0,0,0,0,0,0,0,0
20.98049,Right,0,0,0,0,0,0,0,0,0
21.98089,Right,0,0,0,0,0,0,0,0,0
22.98148,Right,0,0,0,0,0,0,0,0,0
23.98356,Right,0,0,0,0,0,0,0,0,0
24.98189,Right,0,0,0,0,0,0,0,0,0
25.99303,Right,0,0,0,0,0,0,0,0,0
26.9835,Right,0,0,0,0,0,0,0,0,0
27.98294,Right,0,0,0,0,0,0,0,0,0
28.98415,Right,0,0,0,0,0,0,0,0,0
29.98443,Right,0,0,0,0,0,0,0,0,0
31.02048,Right,0,0,0,0,0,0,0,0,0
31.99214,Right,0,0,0,0,0,0,0,0,0
32.99128,Right,0,0,0,0,0,0,0,0,0
